主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点3,X坐标（米）,Y坐标（米）,Z坐标（米）
A233,-111.9174,171.072,-220.1116,A255,-116.3388,177.151,-212.8926,A256,-106.3645,180.449,-215.3254
A234,-101.8983,174.291,-222.4403,A235,-91.6573,177.261,-224.5391,A257,-96.2735,183.502,-217.4825
A234,-101.8983,174.291,-222.4403,A256,-106.3645,180.449,-215.3254,A257,-96.2735,183.502,-217.4825
A235,-91.6573,177.261,-224.5391,A236,-81.2964,179.999,-226.3441,A258,-85.9496,186.326,-219.398
A235,-91.6573,177.261,-224.5391,A257,-96.2735,183.502,-217.4825,A258,-85.9496,186.326,-219.398
A236,-81.2964,179.999,-226.3441,A237,-70.9124,182.454,-227.8649,A259,-75.6215,188.884,-221.008
A236,-81.2964,179.999,-226.3441,A258,-85.9496,186.326,-219.398,A259,-75.6215,188.884,-221.008
A237,-70.9124,182.454,-227.8649,A238,-60.437,184.674,-229.0924,A260,-65.1732,191.192,-222.3472
A237,-70.9124,182.454,-227.8649,A259,-75.6215,188.884,-221.008,A260,-65.1732,191.192,-222.3472
A238,-60.437,184.674,-229.0924,A239,-48.7016,185.72,-231.0337,A261,-54.6621,193.243,-223.4042
A238,-60.437,184.674,-229.0924,A260,-65.1732,191.192,-222.3472,A261,-54.6621,193.243,-223.4042
A239,-48.7016,185.72,-231.0337,A240,-36.8892,186.473,-232.61,A262,-42.8817,194.155,-225.1781
A239,-48.7016,185.72,-231.0337,A261,-54.6621,193.243,-223.4042,A262,-42.8817,194.155,-225.1781
A240,-36.8892,186.473,-232.61,A241,-24.6688,187.316,-233.5473,A263,-30.7123,195.177,-226.2807
A240,-36.8892,186.473,-232.61,A262,-42.8817,194.155,-225.1781,A263,-30.7123,195.177,-226.2807
A241,-24.6688,187.316,-233.5473,A242,-12.4071,187.847,-234.0941,A264,-18.4605,195.861,-227.0195
A241,-24.6688,187.316,-233.5473,A263,-30.7123,195.177,-226.2807,A264,-18.4605,195.861,-227.0195
A242,-12.4071,187.847,-234.0941,A243,0,188.007,-234.294,A265,-6.2088,196.204,-227.3891
A242,-12.4071,187.847,-234.0941,A264,-18.4605,195.861,-227.0195,A265,-6.2088,196.204,-227.3891
A243,0,188.007,-234.294,A244,12.4071,187.847,-234.0941,A266,6.2088,196.204,-227.3891
A243,0,188.007,-234.294,A265,-6.2088,196.204,-227.3891,A266,6.2088,196.204,-227.3891
A244,12.4071,187.847,-234.0941,A245,24.6688,187.316,-233.5473,A267,18.4605,195.861,-227.0195
A244,12.4071,187.847,-234.0941,A266,6.2088,196.204,-227.3891,A267,18.4605,195.861,-227.0195
A245,24.6688,187.316,-233.5473,A246,36.8892,186.473,-232.61,A268,30.7123,195.177,-226.2807
A245,24.6688,187.316,-233.5473,A267,18.4605,195.861,-227.0195,A268,30.7123,195.177,-226.2807
A246,36.8892,186.473,-232.61,A247,48.7016,185.72,-231.0337,A269,42.8817,194.155,-225.1781
A246,36.8892,186.473,-232.61,A268,30.7123,195.177,-226.2807,A269,42.8817,194.155,-225.1781
A247,48.7016,185.72,-231.0337,A248,60.4371,184.674,-229.0924,A270,54.6621,193.243,-223.4042
A247,48.7016,185.72,-231.0337,A269,42.8817,194.155,-225.1781,A270,54.6621,193.243,-223.4042
A248,60.4371,184.674,-229.0924,A249,70.9124,182.454,-227.8649,A271,65.1732,191.192,-222.3472
A248,60.4371,184.674,-229.0924,A270,54.6621,193.243,-223.4042,A271,65.1732,191.192,-222.3472
A249,70.9124,182.454,-227.8649,A250,81.2964,179.999,-226.3441,A272,75.6215,188.884,-221.008
A249,70.9124,182.454,-227.8649,A271,65.1732,191.192,-222.3472,A272,75.6215,188.884,-221.008
A250,81.2964,179.999,-226.3441,A251,91.6573,177.261,-224.5391,A273,85.9496,186.326,-219.398
A250,81.2964,179.999,-226.3441,A272,75.6215,188.884,-221.008,A273,85.9496,186.326,-219.398
A251,91.6573,177.261,-224.5391,A252,101.8983,174.291,-222.4403,A274,96.2735,183.502,-217.4825
A251,91.6573,177.261,-224.5391,A273,85.9496,186.326,-219.398,A274,96.2735,183.502,-217.4825
A252,101.8983,174.291,-222.4403,A253,111.9174,171.072,-220.1116,A275,106.3645,180.449,-215.3254
A252,101.8983,174.291,-222.4403,A274,96.2735,183.502,-217.4825,A275,106.3645,180.449,-215.3254
A253,111.9174,171.072,-220.1116,B232,121.7923,167.633,-217.4996,A276,116.3388,177.151,-212.8926
A253,111.9174,171.072,-220.1116,A275,106.3645,180.449,-215.3254,A276,116.3388,177.151,-212.8926
B232,121.7923,167.633,-217.4996,B233,128.1146,159.304,-220.1116,B255,132.5292,165.388,-212.8926
B232,121.7923,167.633,-217.4996,A276,116.3388,177.151,-212.8926,B254,126.1417,173.62,-210.2018
B232,121.7923,167.633,-217.4996,B254,126.1417,173.62,-210.2018,B255,132.5292,165.388,-212.8926
B233,128.1146,159.304,-220.1116,B234,134.2719,150.77,-222.4403,B256,138.7485,156.921,-215.3254
B233,128.1146,159.304,-220.1116,B255,132.5292,165.388,-212.8926,B256,138.7485,156.921,-215.3254
B234,134.2719,150.77,-222.4403,B235,140.261,141.948,-224.5391,B257,144.7706,148.267,-217.4825
B234,134.2719,150.77,-222.4403,B256,138.7485,156.921,-215.3254,B257,144.7706,148.267,-217.4825
B235,140.261,141.948,-224.5391,B236,146.0666,132.94,-226.3441,B258,150.6465,139.321,-219.398
B235,140.261,141.948,-224.5391,B257,144.7706,148.267,-217.4825,B258,150.6465,139.321,-219.398
B236,146.0666,132.94,-226.3441,B237,151.6102,123.823,-227.8649,B259,156.2707,130.289,-221.008
B236,146.0666,132.94,-226.3441,B258,150.6465,139.321,-219.398,B259,156.2707,130.289,-221.008
B237,151.6102,123.823,-227.8649,B238,156.9586,114.547,-229.0924,B260,161.6947,121.065,-222.3472
B237,151.6102,123.823,-227.8649,B259,156.2707,130.289,-221.008,B260,161.6947,121.065,-222.3472
B238,156.9586,114.547,-229.0924,B239,161.5801,103.709,-231.0337,B261,166.8933,111.702,-223.4042
B238,156.9586,114.547,-229.0924,B260,161.6947,121.065,-222.3472,B261,166.8933,111.702,-223.4042
B239,161.5801,103.709,-231.0337,B240,165.9464,92.707,-232.61,B262,171.4012,100.781,-225.1781
B239,161.5801,103.709,-231.0337,B261,166.8933,111.702,-223.4042,B262,171.4012,100.781,-225.1781
B240,165.9464,92.707,-232.61,B241,170.525,81.346,-233.5473,B263,176.1336,89.522,-226.2807
B240,165.9464,92.707,-232.61,B262,171.4012,100.781,-225.1781,B263,176.1336,89.522,-226.2807
B241,170.525,81.346,-233.5473,B242,174.8184,69.848,-234.0941,B264,180.5703,78.082,-227.0195
B241,170.525,81.346,-233.5473,B263,176.1336,89.522,-226.2807,B264,180.5703,78.082,-227.0195
B242,174.8184,69.848,-234.0941,B243,178.8049,58.098,-234.294,B265,184.682,66.536,-227.3891
B242,174.8184,69.848,-234.0941,B264,180.5703,78.082,-227.0195,B265,184.682,66.536,-227.3891
B243,178.8049,58.098,-234.294,B244,182.4864,46.248,-234.0941,B266,188.5192,54.726,-227.3891
B243,178.8049,58.098,-234.294,B265,184.682,66.536,-227.3891,B266,188.5192,54.726,-227.3891
B244,182.4864,46.248,-234.0941,B245,185.7711,34.423,-233.5473,B267,191.9795,42.968,-227.0195
B244,182.4864,46.248,-234.0941,B266,188.5192,54.726,-227.3891,B267,191.9795,42.968,-227.0195
B245,185.7711,34.423,-233.5473,B246,188.7452,22.54,-232.61,B268,195.1148,31.104,-226.2807
B245,185.7711,34.423,-233.5473,B267,191.9795,42.968,-227.0195,B268,195.1148,31.104,-226.2807
B246,188.7452,22.54,-232.61,B247,191.6794,11.073,-231.0337,B269,197.9035,19.215,-225.1781
B246,188.7452,22.54,-232.61,B268,195.1148,31.104,-226.2807,B269,197.9035,19.215,-225.1781
B247,191.6794,11.073,-231.0337,B248,194.3107,-0.411,-229.0924,B270,200.6764,7.729,-223.4042
B247,191.6794,11.073,-231.0337,B269,197.9035,19.215,-225.1781,B270,200.6764,7.729,-223.4042
B248,194.3107,-0.411,-229.0924,B249,195.4364,-11.06,-227.8649,B271,201.9739,-2.901,-222.3472
B248,194.3107,-0.411,-229.0924,B270,200.6764,7.729,-223.4042,B271,201.9739,-2.901,-222.3472
B249,195.4364,-11.06,-227.8649,B250,196.3106,-21.695,-226.3441,B272,203.0073,-13.552,-221.008
B249,195.4364,-11.06,-227.8649,B271,201.9739,-2.901,-222.3472,B272,203.0073,-13.552,-221.008
B250,196.3106,-21.695,-226.3441,B251,196.9084,-32.394,-224.5391,B273,203.7663,-24.165,-219.398
B250,196.3106,-21.695,-226.3441,B272,203.0073,-13.552,-221.008,B273,203.7663,-24.165,-219.398
B251,196.9084,-32.394,-224.5391,B252,197.2485,-43.052,-222.4403,B274,204.2709,-34.856,-217.4825
B251,196.9084,-32.394,-224.5391,B273,203.7663,-24.165,-219.398,B274,204.2709,-34.856,-217.4825
B252,197.2485,-43.052,-222.4403,B253,197.2833,-53.575,-220.1116,B275,204.4854,-45.397,-215.3254
B252,197.2485,-43.052,-222.4403,B274,204.2709,-34.856,-217.4825,B275,204.4854,-45.397,-215.3254
B253,197.2833,-53.575,-220.1116,C232,197.0641,-64.03,-217.4996,B276,204.4306,-55.902,-212.8926
B253,197.2833,-53.575,-220.1116,B275,204.4854,-45.397,-215.3254,B276,204.4306,-55.902,-212.8926
C232,197.0641,-64.03,-217.4996,C233,191.0965,-72.616,-220.1116,C255,198.2464,-74.935,-212.8926
C232,197.0641,-64.03,-217.4996,B276,204.4306,-55.902,-212.8926,C254,204.1016,-66.316,-210.2018
C232,197.0641,-64.03,-217.4996,C254,204.1016,-66.316,-210.2018,C255,198.2464,-74.935,-212.8926
C233,191.0965,-72.616,-220.1116,C234,184.8829,-81.109,-222.4403,C256,192.1158,-83.466,-215.3254
C233,191.0965,-72.616,-220.1116,C255,198.2464,-74.935,-212.8926,C256,192.1158,-83.466,-215.3254
C234,184.8829,-81.109,-222.4403,C235,178.3434,-89.531,-224.5391,C257,185.7466,-91.868,-217.4825
C234,184.8829,-81.109,-222.4403,C256,192.1158,-83.466,-215.3254,C257,185.7466,-91.868,-217.4825
C235,178.3434,-89.531,-224.5391,C236,171.5705,-97.837,-226.3441,C258,179.0543,-100.22,-219.398
C235,178.3434,-89.531,-224.5391,C257,185.7466,-91.868,-217.4825,C258,179.0543,-100.22,-219.398
C236,171.5705,-97.837,-226.3441,C237,164.6126,-105.926,-227.8649,C259,172.202,-108.36,-221.008
C236,171.5705,-97.837,-226.3441,C258,179.0543,-100.22,-219.398,C259,172.202,-108.36,-221.008
C237,164.6126,-105.926,-227.8649,C238,157.4428,-113.879,-229.0924,C260,165.106,-116.369,-222.3472
C237,164.6126,-105.926,-227.8649,C259,172.202,-108.36,-221.008,C260,165.106,-116.369,-222.3472
C238,157.4428,-113.879,-229.0924,C239,148.5636,-121.624,-231.0337,C261,157.8079,-124.207,-223.4042
C238,157.4428,-113.879,-229.0924,C260,165.106,-116.369,-222.3472,C261,157.8079,-124.207,-223.4042
C239,148.5636,-121.624,-231.0337,C240,139.4497,-129.176,-232.61,C262,148.8135,-131.869,-225.1781
C239,148.5636,-121.624,-231.0337,C261,157.8079,-124.207,-223.4042,C262,148.8135,-131.869,-225.1781
C240,139.4497,-129.176,-232.61,C241,130.059,-137.041,-233.5473,C263,139.5688,-139.849,-226.2807
C240,139.4497,-129.176,-232.61,C262,148.8135,-131.869,-225.1781,C263,139.5688,-139.849,-226.2807
C241,130.059,-137.041,-233.5473,C242,120.4508,-144.678,-234.0941,C264,130.059,-147.604,-227.0195
C241,130.059,-137.041,-233.5473,C263,139.5688,-139.849,-226.2807,C264,130.059,-147.604,-227.0195
C242,120.4508,-144.678,-234.0941,C243,110.5075,-152.1,-234.294,C265,120.3486,-155.082,-227.3891
C242,120.4508,-144.678,-234.0941,C264,130.059,-147.604,-227.0195,C265,120.3486,-155.082,-227.3891
C243,110.5075,-152.1,-234.294,C244,100.3757,-159.263,-234.0941,C266,110.3025,-162.381,-227.3891
C243,110.5075,-152.1,-234.294,C265,120.3486,-155.082,-227.3891,C266,110.3025,-162.381,-227.3891
C244,100.3757,-159.263,-234.0941,C245,90.1441,-166.041,-233.5473,C267,100.1894,-169.305,-227.0195
C244,100.3757,-159.263,-234.0941,C266,110.3025,-162.381,-227.3891,C267,100.1894,-169.305,-227.0195
C245,90.1441,-166.041,-233.5473,C246,79.7617,-172.542,-232.61,C268,89.8753,-175.953,-226.2807
C245,90.1441,-166.041,-233.5473,C267,100.1894,-169.305,-227.0195,C268,89.8753,-175.953,-226.2807
C246,79.7617,-172.542,-232.61,C247,69.7628,-178.876,-231.0337,C269,79.4294,-182.28,-225.1781
C246,79.7617,-172.542,-232.61,C268,89.8753,-175.953,-226.2807,C269,79.4294,-182.28,-225.1781
C247,69.7628,-178.876,-231.0337,C248,59.6536,-184.927,-229.0924,C270,69.3627,-188.466,-223.4042
C247,69.7628,-178.876,-231.0337,C269,79.4294,-182.28,-225.1781,C270,69.3627,-188.466,-223.4042
C248,59.6536,-184.927,-229.0924,C249,49.874,-189.289,-227.8649,C271,59.6536,-192.985,-222.3472
C248,59.6536,-184.927,-229.0924,C270,69.3627,-188.466,-223.4042,C271,59.6536,-192.985,-222.3472
C249,49.874,-189.289,-227.8649,C250,40.0302,-193.406,-226.3441,C272,49.8439,-197.259,-221.008
C249,49.874,-189.289,-227.8649,C271,59.6536,-192.985,-222.3472,C272,49.8439,-197.259,-221.008
C250,40.0302,-193.406,-226.3441,C251,30.0387,-197.281,-224.5391,C273,39.9849,-201.26,-219.398
C250,40.0302,-193.406,-226.3441,C272,49.8439,-197.259,-221.008,C273,39.9849,-201.26,-219.398
C251,30.0387,-197.281,-224.5391,C252,20.008,-200.898,-222.4403,C274,29.9728,-205.044,-217.4825
C251,30.0387,-197.281,-224.5391,C273,39.9849,-201.26,-219.398,C274,29.9728,-205.044,-217.4825
C252,20.008,-200.898,-222.4403,C253,10.0104,-204.183,-220.1116,C275,20.0144,-208.505,-215.3254
C252,20.008,-200.898,-222.4403,C274,29.9728,-205.044,-217.4825,C275,20.0144,-208.505,-215.3254
C253,10.0104,-204.183,-220.1116,D232,0,-207.205,-217.4996,C276,10.0062,-211.699,-212.8926
C253,10.0104,-204.183,-220.1116,C275,20.0144,-208.505,-215.3254,C276,10.0062,-211.699,-212.8926
D232,0,-207.205,-217.4996,D233,-10.0104,-204.183,-220.1116,D255,-10.0062,-211.699,-212.8926
D232,0,-207.205,-217.4996,C276,10.0062,-211.699,-212.8926,D254,0,-214.605,-210.2018
D232,0,-207.205,-217.4996,D254,0,-214.605,-210.2018,D255,-10.0062,-211.699,-212.8926
D233,-10.0104,-204.183,-220.1116,D234,-20.008,-200.898,-222.4403,D256,-20.0144,-208.505,-215.3254
D233,-10.0104,-204.183,-220.1116,D255,-10.0062,-211.699,-212.8926,D256,-20.0144,-208.505,-215.3254
D234,-20.008,-200.898,-222.4403,D235,-30.0387,-197.281,-224.5391,D257,-29.9728,-205.044,-217.4825
D234,-20.008,-200.898,-222.4403,D256,-20.0144,-208.505,-215.3254,D257,-29.9728,-205.044,-217.4825
D235,-30.0387,-197.281,-224.5391,D236,-40.0302,-193.406,-226.3441,D258,-39.9849,-201.26,-219.398
D235,-30.0387,-197.281,-224.5391,D257,-29.9728,-205.044,-217.4825,D258,-39.9849,-201.26,-219.398
D236,-40.0302,-193.406,-226.3441,D237,-49.874,-189.289,-227.8649,D259,-49.8439,-197.259,-221.008
D236,-40.0302,-193.406,-226.3441,D258,-39.9849,-201.26,-219.398,D259,-49.8439,-197.259,-221.008
D237,-49.874,-189.289,-227.8649,D238,-59.6536,-184.927,-229.0924,D260,-59.6536,-192.985,-222.3472
D237,-49.874,-189.289,-227.8649,D259,-49.8439,-197.259,-221.008,D260,-59.6536,-192.985,-222.3472
D238,-59.6536,-184.927,-229.0924,D239,-69.7628,-178.876,-231.0337,D261,-69.3627,-188.466,-223.4042
D238,-59.6536,-184.927,-229.0924,D260,-59.6536,-192.985,-222.3472,D261,-69.3627,-188.466,-223.4042
D239,-69.7628,-178.876,-231.0337,D240,-79.7617,-172.542,-232.61,D262,-79.4294,-182.28,-225.1781
D239,-69.7628,-178.876,-231.0337,D261,-69.3627,-188.466,-223.4042,D262,-79.4294,-182.28,-225.1781
D240,-79.7617,-172.542,-232.61,D241,-90.1441,-166.041,-233.5473,D263,-89.8753,-175.953,-226.2807
D240,-79.7617,-172.542,-232.61,D262,-79.4294,-182.28,-225.1781,D263,-89.8753,-175.953,-226.2807
D241,-90.1441,-166.041,-233.5473,D242,-100.3757,-159.263,-234.0941,D264,-100.1894,-169.305,-227.0195
D241,-90.1441,-166.041,-233.5473,D263,-89.8753,-175.953,-226.2807,D264,-100.1894,-169.305,-227.0195
D242,-100.3757,-159.263,-234.0941,D243,-110.5075,-152.1,-234.294,D265,-110.3025,-162.381,-227.3891
D242,-100.3757,-159.263,-234.0941,D264,-100.1894,-169.305,-227.0195,D265,-110.3025,-162.381,-227.3891
D243,-110.5075,-152.1,-234.294,D244,-120.4508,-144.678,-234.0941,D266,-120.3486,-155.082,-227.3891
D243,-110.5075,-152.1,-234.294,D265,-110.3025,-162.381,-227.3891,D266,-120.3486,-155.082,-227.3891
D244,-120.4508,-144.678,-234.0941,D245,-130.059,-137.041,-233.5473,D267,-130.059,-147.604,-227.0195
D244,-120.4508,-144.678,-234.0941,D266,-120.3486,-155.082,-227.3891,D267,-130.059,-147.604,-227.0195
D245,-130.059,-137.041,-233.5473,D246,-139.4497,-129.176,-232.61,D268,-139.5688,-139.849,-226.2807
D245,-130.059,-137.041,-233.5473,D267,-130.059,-147.604,-227.0195,D268,-139.5688,-139.849,-226.2807
D246,-139.4497,-129.176,-232.61,D247,-148.5636,-121.624,-231.0337,D269,-148.8135,-131.869,-225.1781
D246,-139.4497,-129.176,-232.61,D268,-139.5688,-139.849,-226.2807,D269,-148.8135,-131.869,-225.1781
D247,-148.5636,-121.624,-231.0337,D248,-157.4428,-113.879,-229.0924,D270,-157.8079,-124.207,-223.4042
D247,-148.5636,-121.624,-231.0337,D269,-148.8135,-131.869,-225.1781,D270,-157.8079,-124.207,-223.4042
D248,-157.4428,-113.879,-229.0924,D249,-164.6126,-105.926,-227.8649,D271,-165.106,-116.369,-222.3472
D248,-157.4428,-113.879,-229.0924,D270,-157.8079,-124.207,-223.4042,D271,-165.106,-116.369,-222.3472
D249,-164.6126,-105.926,-227.8649,D250,-171.5705,-97.837,-226.3441,D272,-172.202,-108.36,-221.008
D249,-164.6126,-105.926,-227.8649,D271,-165.106,-116.369,-222.3472,D272,-172.202,-108.36,-221.008
D250,-171.5705,-97.837,-226.3441,D251,-178.3434,-89.531,-224.5391,D273,-179.0543,-100.22,-219.398
D250,-171.5705,-97.837,-226.3441,D272,-172.202,-108.36,-221.008,D273,-179.0543,-100.22,-219.398
D251,-178.3434,-89.531,-224.5391,D252,-184.8829,-81.109,-222.4403,D274,-185.7466,-91.868,-217.4825
D251,-178.3434,-89.531,-224.5391,D273,-179.0543,-100.22,-219.398,D274,-185.7466,-91.868,-217.4825
D252,-184.8829,-81.109,-222.4403,D253,-191.0965,-72.616,-220.1116,D275,-192.1158,-83.466,-215.3254
D252,-184.8829,-81.109,-222.4403,D274,-185.7466,-91.868,-217.4825,D275,-192.1158,-83.466,-215.3254
D253,-191.0965,-72.616,-220.1116,E232,-197.0641,-64.03,-217.4996,D276,-198.2464,-74.935,-212.8926
D253,-191.0965,-72.616,-220.1116,D275,-192.1158,-83.466,-215.3254,D276,-198.2464,-74.935,-212.8926
E232,-197.0641,-64.03,-217.4996,E233,-197.2833,-53.575,-220.1116,E255,-204.4306,-55.902,-212.8926
E232,-197.0641,-64.03,-217.4996,D276,-198.2464,-74.935,-212.8926,E254,-204.1016,-66.316,-210.2018
E232,-197.0641,-64.03,-217.4996,E254,-204.1016,-66.316,-210.2018,E255,-204.4306,-55.902,-212.8926
E233,-197.2833,-53.575,-220.1116,E234,-197.2485,-43.052,-222.4403,E256,-204.4854,-45.397,-215.3254
E233,-197.2833,-53.575,-220.1116,E255,-204.4306,-55.902,-212.8926,E256,-204.4854,-45.397,-215.3254
E234,-197.2485,-43.052,-222.4403,E235,-196.9084,-32.394,-224.5391,E257,-204.2709,-34.856,-217.4825
E234,-197.2485,-43.052,-222.4403,E256,-204.4854,-45.397,-215.3254,E257,-204.2709,-34.856,-217.4825
E235,-196.9084,-32.394,-224.5391,E236,-196.3106,-21.695,-226.3441,E258,-203.7663,-24.165,-219.398
E235,-196.9084,-32.394,-224.5391,E257,-204.2709,-34.856,-217.4825,E258,-203.7663,-24.165,-219.398
E236,-196.3106,-21.695,-226.3441,E237,-195.4364,-11.06,-227.8649,E259,-203.0073,-13.552,-221.008
E236,-196.3106,-21.695,-226.3441,E258,-203.7663,-24.165,-219.398,E259,-203.0073,-13.552,-221.008
E237,-195.4364,-11.06,-227.8649,E238,-194.3107,-0.411,-229.0924,E260,-201.9739,-2.901,-222.3472
E237,-195.4364,-11.06,-227.8649,E259,-203.0073,-13.552,-221.008,E260,-201.9739,-2.901,-222.3472
E238,-194.3107,-0.411,-229.0924,E239,-191.6794,11.073,-231.0337,E261,-200.6764,7.729,-223.4042
E238,-194.3107,-0.411,-229.0924,E260,-201.9739,-2.901,-222.3472,E261,-200.6764,7.729,-223.4042
E239,-191.6794,11.073,-231.0337,E240,-188.7452,22.54,-232.61,E262,-197.9035,19.215,-225.1781
E239,-191.6794,11.073,-231.0337,E261,-200.6764,7.729,-223.4042,E262,-197.9035,19.215,-225.1781
E240,-188.7452,22.54,-232.61,E241,-185.7711,34.423,-233.5473,E263,-195.1148,31.104,-226.2807
E240,-188.7452,22.54,-232.61,E262,-197.9035,19.215,-225.1781,E263,-195.1148,31.104,-226.2807
E241,-185.7711,34.423,-233.5473,E242,-182.4864,46.248,-234.0941,E264,-191.9795,42.968,-227.0195
E241,-185.7711,34.423,-233.5473,E263,-195.1148,31.104,-226.2807,E264,-191.9795,42.968,-227.0195
E242,-182.4864,46.248,-234.0941,E243,-178.8049,58.098,-234.294,E265,-188.5192,54.726,-227.3891
E242,-182.4864,46.248,-234.0941,E264,-191.9795,42.968,-227.0195,E265,-188.5192,54.726,-227.3891
E243,-178.8049,58.098,-234.294,E244,-174.8184,69.848,-234.0941,E266,-184.682,66.536,-227.3891
E243,-178.8049,58.098,-234.294,E265,-188.5192,54.726,-227.3891,E266,-184.682,66.536,-227.3891
E244,-174.8184,69.848,-234.0941,E245,-170.525,81.346,-233.5473,E267,-180.5703,78.082,-227.0195
E244,-174.8184,69.848,-234.0941,E266,-184.682,66.536,-227.3891,E267,-180.5703,78.082,-227.0195
E245,-170.525,81.346,-233.5473,E246,-165.9464,92.707,-232.61,E268,-176.1336,89.522,-226.2807
E245,-170.525,81.346,-233.5473,E267,-180.5703,78.082,-227.0195,E268,-176.1336,89.522,-226.2807
E246,-165.9464,92.707,-232.61,E247,-161.5801,103.709,-231.0337,E269,-171.4012,100.781,-225.1781
E246,-165.9464,92.707,-232.61,E268,-176.1336,89.522,-226.2807,E269,-171.4012,100.781,-225.1781
E247,-161.5801,103.709,-231.0337,E248,-156.9586,114.547,-229.0924,E270,-166.8933,111.702,-223.4042
E247,-161.5801,103.709,-231.0337,E269,-171.4012,100.781,-225.1781,E270,-166.8933,111.702,-223.4042
E248,-156.9586,114.547,-229.0924,E249,-151.6102,123.823,-227.8649,E271,-161.6947,121.065,-222.3472
E248,-156.9586,114.547,-229.0924,E270,-166.8933,111.702,-223.4042,E271,-161.6947,121.065,-222.3472
E249,-151.6102,123.823,-227.8649,E250,-146.0666,132.94,-226.3441,E272,-156.2707,130.289,-221.008
E249,-151.6102,123.823,-227.8649,E271,-161.6947,121.065,-222.3472,E272,-156.2707,130.289,-221.008
E250,-146.0666,132.94,-226.3441,E251,-140.261,141.948,-224.5391,E273,-150.6465,139.321,-219.398
E250,-146.0666,132.94,-226.3441,E272,-156.2707,130.289,-221.008,E273,-150.6465,139.321,-219.398
E251,-140.261,141.948,-224.5391,E252,-134.2719,150.77,-222.4403,E274,-144.7706,148.267,-217.4825
E251,-140.261,141.948,-224.5391,E273,-150.6465,139.321,-219.398,E274,-144.7706,148.267,-217.4825
E252,-134.2719,150.77,-222.4403,E253,-128.1146,159.304,-220.1116,E275,-138.7485,156.921,-215.3254
E252,-134.2719,150.77,-222.4403,E274,-144.7706,148.267,-217.4825,E275,-138.7485,156.921,-215.3254
E253,-128.1146,159.304,-220.1116,A232,-121.7923,167.633,-217.4996,E276,-132.5292,165.388,-212.8926
E253,-128.1146,159.304,-220.1116,E275,-138.7485,156.921,-215.3254,E276,-132.5292,165.388,-212.8926
A232,-121.7923,167.633,-217.4996,A255,-116.3388,177.151,-212.8926,A254,-126.1417,173.62,-210.2018
A232,-121.7923,167.633,-217.4996,E276,-132.5292,165.388,-212.8926,A254,-126.1417,173.62,-210.2018
A255,-116.3388,177.151,-212.8926,A256,-106.3645,180.449,-215.3254,A279,-110.7029,186.39,-207.9516
A255,-116.3388,177.151,-212.8926,A254,-126.1417,173.62,-210.2018,A278,-120.5988,183.012,-205.4338
A255,-116.3388,177.151,-212.8926,A278,-120.5988,183.012,-205.4338,A279,-110.7029,186.39,-207.9516
A256,-106.3645,180.449,-215.3254,A257,-96.2735,183.502,-217.4825,A280,-100.6651,189.53,-210.2029
A256,-106.3645,180.449,-215.3254,A279,-110.7029,186.39,-207.9516,A280,-100.6651,189.53,-210.2029
A257,-96.2735,183.502,-217.4825,A258,-85.9496,186.326,-219.398,A281,-90.4982,192.427,-212.1846
A257,-96.2735,183.502,-217.4825,A280,-100.6651,189.53,-210.2029,A281,-90.4982,192.427,-212.1846
A258,-85.9496,186.326,-219.398,A259,-75.6215,188.884,-221.008,A282,-80.2153,195.077,-213.8944
A258,-85.9496,186.326,-219.398,A281,-90.4982,192.427,-212.1846,A282,-80.2153,195.077,-213.8944
A259,-75.6215,188.884,-221.008,A260,-65.1732,191.192,-222.3472,A283,-69.8295,197.477,-215.33
A259,-75.6215,188.884,-221.008,A282,-80.2153,195.077,-213.8944,A283,-69.8295,197.477,-215.33
A260,-65.1732,191.192,-222.3472,A261,-54.6621,193.243,-223.4042,A284,-59.3543,199.624,-216.4895
A260,-65.1732,191.192,-222.3472,A283,-69.8295,197.477,-215.33,A284,-59.3543,199.624,-216.4895
A261,-54.6621,193.243,-223.4042,A262,-42.8817,194.155,-225.1781,A285,-48.8029,201.515,-217.3715
A261,-54.6621,193.243,-223.4042,A284,-59.3543,199.624,-216.4895,A285,-48.8029,201.515,-217.3715
A262,-42.8817,194.155,-225.1781,A263,-30.7123,195.177,-226.2807,A286,-36.6734,202.7,-218.6503
A262,-42.8817,194.155,-225.1781,A285,-48.8029,201.515,-217.3715,A286,-36.6734,202.7,-218.6503
A263,-30.7123,195.177,-226.2807,A264,-18.4605,195.861,-227.0195,A287,-24.4829,203.549,-219.5653
A263,-30.7123,195.177,-226.2807,A286,-36.6734,202.7,-218.6503,A287,-24.4829,203.549,-219.5653
A264,-18.4605,195.861,-227.0195,A265,-6.2088,196.204,-227.3891,A288,-12.2517,204.058,-220.1148
A264,-18.4605,195.861,-227.0195,A287,-24.4829,203.549,-219.5653,A288,-12.2517,204.058,-220.1148
A265,-6.2088,196.204,-227.3891,A266,6.2088,196.204,-227.3891,A289,0,204.228,-220.2981
A265,-6.2088,196.204,-227.3891,A288,-12.2517,204.058,-220.1148,A289,0,204.228,-220.2981
A266,6.2088,196.204,-227.3891,A267,18.4605,195.861,-227.0195,A290,12.2517,204.058,-220.1148
